Name,Log2FC_PrimCom
CAR 10:0,-0.08966058204583405
CAR 12:0,-0.08163596831007193
CAR 13:0,-0.32322198956411713
CAR 14:0,-0.052572186741971096
CAR 14:1,-0.04210530028498077
CAR 14:1,-0.05668263417936216
CAR 15:0,-0.09071316528535041
CAR 16:0,-0.07039217015762612
CAR 16:1,-0.020787292680775372
CAR 16:1,-0.19324023569849233
CAR 16:1,-0.09199259934106502
CAR 16:1,0.04685961570004393
CAR 16:2,-0.07063130732019189
CAR 16:3,0.1888365803324639
CAR 16:4,0.2808378551858133
CAR 17:0,-0.10840320343073016
CAR 17:0,-0.04781751209895602
CAR 17:1,-0.16880653366117615
CAR 18:0,-0.00953025759245005
CAR 18:1,-0.09369732611470263
CAR 18:1,-0.07409200033418124
CAR 18:2,-0.13254260505687332
CAR 18:3,-0.04235108807483753
CAR 19:0,0.013801783033785361
CAR 20:0,-0.0019931438089181995
CAR 20:1,-0.23435909809239744
CAR 20:1,-0.08949652346309153
CAR 20:1,-0.09943414114243401
CAR 20:2,-0.09139785112992012
CAR 20:3,-0.11260863390163477
CAR 20:4,-0.08535944544279783
CAR 20:4,-0.13851201913829259
CAR 20:5,0.29102774771815987
CAR 20:5,0.1547648966137494
CAR 20:5,0.24432936534692862
CAR 22:0,0.12659669804987528
CAR 22:1,-0.056308454640613986
CAR 22:2,-0.10533189912705318
CAR 22:2,-0.19645873422538396
CAR 22:5,0.0638459067963602
CAR 22:5,0.04907120802820198
CAR 22:6,0.19659157252446563
CAR 22:6,0.08474166429816332
CAR 24:0,0.3733468993298627
CAR 24:1,0.04329218713143627
CAR 26:0,0.6296483238245789
CAR 28:1,0.0727148824099775
CAR 8:0,-0.10910944034948175
CE 18:1,0.07049994061844146
CE 18:2,0.09094862447258513
CE 20:3,0.12145808357717115
CE 22:6,0.21009640900259421
CoQ10,0.3188546430108704
CoQ8,0.4694826279349859
CoQ9,0.3830158424779376
DG 16:0_18:0,0.27920798241306555
DG 16:0_18:1,0.19969427731435496
DG 16:0_18:2,-0.15907998209737026
DG 18:0_18:0,0.3584486915247133
DG 18:0_18:1,0.10052724612801328
DG 18:0_18:2,-0.1841276415793652
DG 18:1_18:1; DG 16:0_20:2,0.05288499201466794
DG 16:0_20:3,-0.006343139016349256
DG 18:1_18:2,0.24940895538101424
DG 16:0_20:4,0.15307162938916696
DG 18:2_18:2,0.18852496019548734
DG 20:0_18:1,0.07830626954559726
DG 18:1_20:1,0.016208139934868068
DG 20:0_18:2,-0.13364610397231974
DG 18:1_20:2; DG 20:1_18:2,-0.04039266377382873
DG 18:0_20:4,0.17485569314527605
DG 18:2_20:2,0.23439580538394597
DG 18:1_20:4,0.3490587980340509
DG 18:2_20:3,0.34388311454752113
DG 16:0_22:6,-0.13107849495152907
DG 16:0_24:1,0.2139203382286859
DG 18:0_22:4,-0.025907762475346187
DG 18:0_22:5,0.06983275375126645
DG 18:1_22:4,-0.16391237120578336
DG 18:0_22:6,-0.18723239663893823
DG 18:1_22:5,0.016488053035898433
DG 24:0_18:2,0.15586406264592284
DG 18:1_26:1,0.2509713890693504
DG 26:1_18:2,0.24206921064104212
Hex2Cer 18:1;2O/14:0;Hex2Cer 16:1;2O/16:0,0.05324464061674973
Hex2Cer 17:1;2O/16:0,0.042621921934196186
Hex2Cer 18:1;2O/16:0,0.04398462138950359
Hex2Cer 18:1;2O/17:0,0.01403904790551707
Hex2Cer 18:1;2O/20:0,0.07865982555619126
Hex2Cer 18:1;2O/22:0,0.019191339622987764
Hex2Cer 18:1;2O/22:1,-0.08588637943467124
Hex2Cer 18:2;2O/22:0,0.23094532648055446
Hex2Cer 18:1;2O/23:0,0.024175357843737987
Hex2Cer 18:1;2O/23:1,0.05206576013506245
Hex2Cer 18:1;2O/24:2,-0.0004605094506412153
Hex2Cer 19:1;2O/24:0;Hex2Cer 18:1;2O/25:0,0.12919055572423344
Hex2Cer 18:1;2O/25:1Hex2Cer 19:1;21/24:1,0.014515147472312705
Hex2Cer 18:1;2O/26:0,0.10239742025331211
Hex2Cer 18:1;2O/26:1,-0.0017414404188983447
Hex3Cer 18:1;2O/16:0,0.6050426070818985
Hex3Cer 18:1;2O/16:0,0.3885359618357793
Hex3Cer 18:1;2O/18:0,0.3167739749334773
Hex3Cer 18:1;2O/22:0,0.23197084629422832
Hex3Cer 18:1;2O/24:0,0.37164466236270377
Hex3Cer 18:1;2O/24:0,0.3302252868266184
Hex3Cer 18:1;2O/24:1,0.08448841319636448
Hex3Cer 18:1;2O/24:1,0.2932414620006474
HexCer 17:1;2O/16:0,0.15354334107009843
HexCer 17:1;2O/16:0,0.26524470308717807
HexCer 18:1;2O/16:0,0.23115258514571002
HexCer 18:1;2O/16:0,0.21803506479096943
HexCer 18:1;2O/16:0,0.12499821657624294
HexCer 18:1;2O/16:0,0.20242006954228867
HexCer 18:1;2O/16:0,0.1580361505919391
HexCer 18:1;2O/16:0,0.059232582456399445
HexCer 18:2;2O/16:0,0.20996365657473837
HexCer 18:2;2O/16:0,0.28181056704196644
HexCer 18:1;2O/18:0,0.2875420413711551
HexCer 18:1;2O/18:0,0.2858911971354882
HexCer 18:1;2O/20:0,0.19929971126161086
HexCer 18:1;2O/20:0,0.26825786413763136
HexCer 18:1;2O/22:0,0.11911595909273084
HexCer 18:1;2O/22:0,0.12891681850082243
HexCer 18:2;2O/22:0,0.23039356677181683
HexCer 18:1;2O/23:0,0.05473342539561825
HexCer 18:1;2O/23:0,0.07983728081401173
HexCer 18:1;2O/24:0,0.24137057318587957
HexCer 18:1;2O/24:0,0.03084529984428196
HexCer 18:1;2O/24:0,0.25180803558102693
HexCer 18:1;2O/24:1,-0.008960812348991105
HexCer 18:1;2O/24:1,0.12600374659095395
HexCer 18:1;2O/24:1,-0.000802362464238702
HexCer 18:1;2O/24:1,0.11514862773928983
HexCer 18:1;2O/24:1,0.1753235059805501
HexCer 18:1;2O/24:2,0.02687018950261263
HexCer 18:1;2O/25:0,0.2577613482365467
HexCer 18:1;2O/25:0,0.16318416176072106
HexCer 19:1;2O/24:0,0.21808480483141088
HexCer 19:1;2O/24:1,0.06372074102978974
HexCer 20:1;2O/24:0,0.42373921807905807
HexCer 20:1;2O/24:0,0.250362008234813
LPC 14:0,-0.04097591200798759
LPC 14:0/0:0,0.0205596050554169
LPC 15:0,-0.06153003374345319
LPC 15:0/0:0,-0.15459842136977264
LPC 16:0,-0.05872261367671487
LPC 16:0/0:0,0.038028346875178524
LPC 16:1,-0.029407917462450174
LPC 17:0,0.15757960176111585
LPC 17:0/0:0,0.002897537008277158
LPC 17:1,-0.09554093739835617
LPC 17:1,0.05774641170506592
LPC 17:1/0:0,-0.004650232783939511
LPC 18:0,0.044263950700569245
LPC 18:0/0:0,0.10116695400305685
LPC 18:1,0.24039542443511946
LPC 18:1/0:0,0.13217588641859895
LPC 18:1/0:0,0.03068928902219917
LPC 18:2,0.04182546356685114
LPC 18:2/0:0,0.09690934531729886
LPC 19:0/0:0,-0.001355316665276928
LPC 19:1,0.27782449022213823
LPC 19:1/0:0,-0.016608053652688456
LPC 20:0,-0.050967532634659855
LPC 20:0/0:0,0.1421028743154127
LPC 20:1,0.21410988478615617
LPC 20:1/0:0,0.05544971463629739
LPC 20:2,0.22175779049821778
LPC 20:2/0:0,0.0243152581071426
LPC 20:3,0.20472557325299856
LPC 20:4,0.20158259967683637
LPC 20:4/0:0,0.13462345349108235
LPC 20:5,0.030054409559913564
LPC 20:5/0:0,0.03413019397099133
LPC 22:1,0.12955123546891884
LPC 22:1/0:0,0.34132282212189846
LPC 22:2,-0.033905236333916726
LPC 22:2/0:0,0.01024163330798265
LPC 22:3,-0.01853730939142157
LPC 22:3/0:0,0.4570744255752043
LPC 22:3/0:0,0.20358339694203553
LPC 22:4,-0.044223040970724
LPC 22:4/0:0,0.06757695622572794
LPC 22:5,-0.1538961311100457
LPC 22:5,-0.07309796927237537
LPC 22:5/0:0,0.04631149213733197
LPC 22:5/0:0,-0.0932900736078159
LPC 22:6,-0.21528138433050262
LPC 22:6/0:0,-0.2430791056928473
LPC 24:1,0.2516616818297062
LPC 24:1/0:0,0.42198747031144795
LPC 24:2,0.04162442369566618
LPC 24:2/0:0,0.20676507395113092
LPC 24:4/0:0,0.2173906565439954
LPC 24:5,0.190835399149925
LPC 24:5,-0.09736039176028417
LPC 24:6,-0.12425456546891622
LPC 26:1,-0.07709035929044568
LPC 26:1/0:0,0.596450542215369
LPC 26:4,0.2863369876727321
LPC 26:4/0:0,0.5600113134844481
LPC 28:0,-0.009802733840883307
LPC O-14:0,-0.21558502558140688
LPC O-15:0,-0.234847156239256
LPC O-16:0,-0.2251185706397964
LPC O-17:0,-0.17735052423196077
LPC O-18:0,-0.18406634392249058
LPC O-18:0,-0.14507282535052082
LPC O-18:1,-0.2441021207532879
LPC O-18:1,-0.285375444210411
LPC O-18:2,-0.24567896731612207
LPC O-18:2,-0.19382923087856987
LPC O-20:0,-0.1571607530349882
LPC O-22:0,-0.12699924539605792
LPC O-24:0,0.05002700058162515
LPC O-24:1,-0.1597197046568545
LPC O-24:2,-0.14920613551215273
LPC O-26:1,0.1330350211070735
PC 14:0_16:0,0.16298521946545058
PC 14:0_16:1,0.17489104701110847
PC 15:0_16:0,-0.17996875504406504
PC 15:0_16:0,0.2035726785141081
PC 15:0_16:1,-0.1048745004323029
PC 16:0_16:0,-0.24326385847488086
PC 16:0_16:0,0.005133560811489124
PC 16:0_16:1,0.29414372818659806
PC 16:0_16:1,0.07611553852404629
PC 16:0_16:1,0.13840720293589864
PC 14:0_18:2,0.20052581097783395
PC 16:0_16:2,0.2663774248584156
PC 16:1_16:1,0.03218444369016104
PC 16:1_16:1,0.4614754944833783
PC 16:0_17:0,0.0922080073422635
PC 16:0_17:0,-0.042439106575253654
PC 15:0_18:1,0.3389341676579823
PC 16:0_17:1,0.0830194785409847
PC 16:0_17:1,0.36264272209487297
PC 15:0_18:2,-0.04408631358637523
PC 16:0_18:0,0.4085160371055834
PC 16:0_18:0,0.2017672347294141
PC 16:0_18:1,0.3174958963534705
PC 16:0_18:2,-0.044679982903171746
PC 16:1_18:1,0.31065610142246697
PC 16:0_18:3,0.368276328550345
PC 16:1_18:2,0.03671176672479307
PC 14:0_20:4,0.5656813334103138
PC 17:0_18:0,0.4576991467303561
PC 17:0_18:1,0.4375767384354075
PC 17:0_18:1,0.3366147729765194
PC 17:0_18:2,0.17601050920674782
PC 17:1_18:1,0.1889748901978918
PC 17:1_18:2,0.003131708300837445
PC 17:1_18:2,0.5806847847214751
PC 15:0_20:4,0.36436156580205953
PC 18:0_18:0,0.2926643696726254
PC 18:0_18:1,0.41666472921597797
PC 18:1_18:1,0.3978788947820911
PC 18:1_18:1,0.2748983965622154
PC 16:0_20:3,0.47762886082397676
PC 18:1_18:2,0.18797385371210293
PC 18:2_18:2,0.5767115172725634
PC 18:2_18:2,0.10297107634323509
PC 18:2_18:2,0.6448408773198407
PC 16:0_20:5,0.017591326922473817
PC 16:1_20:4,0.47249850145439554
PC 19:0_18:1,0.3126313922928733
PC 18:1_19:1,0.24429475382371454
PC 19:0_18:2,0.41096800752969065
PC 17:0_20:3,0.30559660514904424
PC 19:1_18:2,0.20077064171964837
PC 17:0_20:4,0.40751606089446213
PC 17:0_20:4,0.4544818214354507
PC 17:0_20:4,0.23866951519697455
PC 17:1_20:4,0.5264449059049929
PC 16:0_22:1,0.42569978190405644
PC 18:1_20:1,0.28680455635253005
PC 18:0_20:3,0.5405112215992497
PC 18:0_20:3,0.6894808707783495
PC 18:1_20:2,0.25161012341471717
PC 20:1_18:2,0.02634204246459533
PC 16:0_22:4,0.0664659805229995
PC 18:0_20:4,0.48678969212982104
PC 18:1_20:3,0.759960188795418
PC 18:2_20:2,0.04876739289630382
PC 18:1_20:4,0.6868370540710372
PC 16:0_22:6,-0.22217176157898522
PC 18:2_20:4,0.6431585386882287
PC 16:1_22:6,-0.006804251501781951
PC 19:0_20:4,0.508795781431475
PC 19:0_20:4,0.18675820710887264
PC 19:1_20:4,0.36268012164611535
PC 17:0_22:6,-0.18128791598305635
PC 16:0_24:1,0.4358985986556414
PC 18:1_22:1,0.4329560250030159
PC 18:0_22:3,0.4826840163671007
PC 22:1_18:2,0.3358319228401267
PC 18:0_22:4,0.19571276824184294
PC 20:0_20:4,0.5234088800907314
PC 18:0_22:5,0.2402381022450039
PC 18:1_22:4,0.35086516045868327
PC 20:1_20:4,0.4359880049437662
PC 18:0_22:6,0.015162747711772562
PC 18:1_22:5,0.0508569957562067
PC 18:2_22:4,0.14170196020492165
PC 20:2_20:4,0.35609672214753463
PC 18:1_22:6,0.023428584290381724
PC 18:2_22:5,0.013593335091688476
PC 20:3_20:4,0.6152547101678358
PC 20:4_20:4,0.5030544301355723
PC 16:0_26:1,0.5322502907390518
PC 20:4_22:6,0.1285997077518424
PC 18:1_24:1,0.45065998006749663
PC 24:1_18:2,0.4774002866113225
PC 18:1_24:4,0.39567644762470405
PC 20:1_22:4,0.2025844441811132
PC 22:1_20:4,0.5346304961914194
PC 20:1_22:6,0.061619458297482686
PC 22:3_20:4,0.6309314451721009
PC 22:3_20:4,0.6314030191367926
PC 20:2_22:6,-0.090580817993242
PC 20:4_22:4,0.5584473379170831
PC 20:4_22:5,0.39735869383216466
PC 20:4_22:5,0.5742532575581445
PC 18:1_26:1,0.4726875124306727
PC 24:0_20:4,0.739149423372871
PC 24:1_20:4,0.7028417598421527
PC 24:2_20:4,0.685464163696079
PC 20:4_24:4,0.5421094655449381
PC 22:4_22:4,0.19740188706279618
PC 26:0_20:4,0.7570159222851366
PC 26:1_20:4,0.6776940447088868
PC O-30:0,-0.201481904915056
PC O-30:1,-0.12585232997435045
