feature,delta_z
ANKS6,0.45155636255182485
ANKZF1,0.7806995291251626
ANLN,-0.8738636074426829
ANO10,0.560990954154698
ANO6,-0.15449545359071476
ANO8,-0.29529615477133414
ANOS1,0.11838557639529369
ANP32A,0.5945477856914947
ANP32B,0.7183474072105468
ANP32E,0.8229584176891522
ANPEP,1.0384607996451896
ANTXR1,-0.6187571245428041
ANTXR2,1.0247976502562288
ANXA1,1.179152106683893
ANXA11,0.417896863552255
ANXA13,0.6489338096494746
ANXA2,1.2588104204667512
ANXA3,0.8948716277914053
ANXA4,1.3386883831189524
ANXA5,0.817528552252967
ANXA6,-0.47252570189999815
ANXA7,0.13737404840984416
AOAH,0.7323508858606753
AOC3,0.23404943739679587
AOX1,0.739733677462743
AP1AR,0.35344801507468165
AP1B1,0.4882065151224829
AP1G1,-0.5135070446579741
AP1G2,1.1237321832612852
AP1M1,0.20655410262320262
AP1M2,0.6706278742348303
AP1S1,-0.4226721225817819
AP1S2,0.246788447446638
AP1S3,0.023522347615538095
AP2A1,-1.4024932261199825
AP2A2,-1.303932035230317
AP2B1,-1.5255467346081018
AP2M1,-1.520944279229642
AP2S1,-1.3110172252004113
AP3B1,1.558511034382661
AP3B2,-1.5632331571903175
AP3D1,-0.32207443407089265
AP3M1,0.9154282647280001
AP3M2,-1.137955107572881
AP3S1,-0.23845178586256705
AP3S2,-0.2537796060898308
AP4B1,1.2256290839980082
AP4E1,1.011091066331006
AP4M1,0.9451434748148925
AP4S1,0.026282418700923744
AP5B1,0.19308321625059713
AP5M1,0.21595208899496326
AP5S1,0.4874321061983147
AP5Z1,0.8817863017146932
APAF1,1.009247173908915
APBA1,-1.536898111805062
APBA2,-1.0220248992131873
APBA3,1.0965512110211786
APBB1,-1.3387760527237518
APBB1IP,0.8896898551841304
APBB2,0.11442165386061315
APC,-1.0073536708525104
APC2,-0.9724281806878349
APCS,0.45600416243551645
APEH,0.590358448900733
APEX1,0.00813937839490194
APH1A,0.07419253897052303
APH1B,-0.08185417886332969
API5,0.2721204066195102
APIP,0.5408073773800642
APLF,0.43885187813910065
APLN,0.2907892430890102
APLNR,-0.2712809523803398
APLP1,-1.1486262765563957
APLP2,-0.02437957289365996
APMAP,0.3751942003455824
APOA1,0.5551578587427652
APOA2,0.3247620826665298
APOA4,0.5917968026991934
APOB,0.4301700721762955
APOBEC3B,0.03365928360830608
APOBEC3C,1.1500657857777496
APOBEC3F,0.848582268753554
APOBEC3G,1.1509391278522787
APOBR,1.1129219150256349
APOC1,0.5040563546538895
APOC2,0.16382203587611666
APOC3,0.3415610238377267
APOC4,0.2876176961237614
APOD,-0.12053580385486848
APOE,-0.06605065156010888
APOF,0.7104855893467703
APOH,0.6194603955492557
APOL1,0.7982605606029527
APOL2,0.03199649957357594
APOL3,0.653976760380121
APOM,0.5609294228869945
APOO,-0.9131241298866475
APOOL,-0.09095276153721943
APP,-0.5727539039937689
APPBP2,0.2589212075495048
APPL1,-0.2473441279724839
APPL2,0.13671935371399213
APRT,0.9851786655996191
APTX,0.3590961255712638
AQP1,-0.3964136552600336
AQP4,-0.8906330691850841
AQR,0.5549817916514093
ARAF,1.213589985116726
ARAP1,1.3497835371799125
ARAP2,-0.35823751917493923
ARAP3,0.548526298714504
ARC,-0.8354588548658346
ARCN1,1.3500256228610188
ARF1,0.4653038470487335
ARF3,0.23810022130769098
ARF4,0.8256107173678098
ARF5,-0.4788351877167323
ARF6,0.4080610817311452
ARFGAP1,-1.0441703843159935
ARFGAP2,-0.09240624234010958
ARFGAP3,0.9334933026453118
ARFGEF1,0.7469972101498256
ARFGEF2,-0.7451264487822731
ARFGEF3,-1.4733917795015734
ARFIP1,1.1347375409659253
ARFIP2,-0.9644903775551266
ARFRP1,0.9146473321673425
ARG1,0.7613863561713623
ARG2,0.11570612928862134
ARGLU1,0.3835901990811073
ARHGAP1,0.805237571753368
ARHGAP10,0.8708506919523669
ARHGAP12,-0.22949346510050397
ARHGAP15,1.1679029001913985
ARHGAP17,1.0792188209129856
ARHGAP18,1.3909105533341912
ARHGAP21,-1.2137104341758018
ARHGAP22,0.39167936000356973
ARHGAP23,-1.4596105127303876
ARHGAP24,0.9233758528801403
ARHGAP25,1.036205862332026
ARHGAP26,-0.6490086177570029
ARHGAP27,1.124138411648475
ARHGAP29,1.286973019314598
ARHGAP30,1.218895812005724
ARHGAP31,0.45942388323590017
ARHGAP32,-1.1881743766141413
ARHGAP33,-0.9711090958999202
ARHGAP35,-1.3057393483535837
ARHGAP39,-1.3005995014207925
ARHGAP4,1.194316813122457
ARHGAP42,0.4735085371003343
ARHGAP44,-1.6259689476189005
ARHGAP45,1.3338989353475625
ARHGAP5,-0.5619013765225862
ARHGAP6,0.5129467333272466
ARHGAP9,1.377559971302733
ARHGDIA,0.3023930355292741
ARHGDIB,1.1392792714588835
ARHGEF1,1.3605400247196942
ARHGEF10,0.42761030306375436
ARHGEF10L,-0.30937283287367834
ARHGEF11,-0.851769843825751
ARHGEF12,-0.4140778101989757
ARHGEF17,0.03475117103290279
ARHGEF18,0.7495788897056357
ARHGEF2,-0.17498428016734846
ARHGEF25,-0.522358349481354
ARHGEF26,0.00281001786322165
ARHGEF3,0.5170344684059538
ARHGEF37,0.19840481412782973
ARHGEF4,-0.4931367803823347
ARHGEF40,0.8792127520494384
ARHGEF6,0.5265527467577681
ARHGEF7,-1.4444969044542733
ARHGEF9,-1.445398370627692
ARID1A,0.05047700363837895
ARID1B,-0.5595647923331719
ARID2,0.3478849761036144
ARID4A,0.5211146791869539
ARID4B,-0.1987619069826505
ARID5B,0.31885384670369976
ARIH1,0.34641785180138457
ARIH2,0.11187515963858354
ARL1,1.1358362796384858
ARL10,-0.5955585755383259
ARL13B,0.6520163969135866
ARL14EP,-0.2832002534623538
ARL15,-1.2135291725266701
ARL16,1.163155910935207
ARL2,-0.714499737341205
ARL2BP,0.38821972918812764
ARL3,-1.1499241474362667
ARL4A,-0.28477298822003105
ARL4C,0.6497770715278226
ARL5A,0.23719764738892984
ARL5B,-0.4004735822138628
ARL6,-0.7006672318790976
ARL6IP1,0.21948507607168127
ARL6IP4,0.7002165434113106
ARL6IP5,0.18732334926072516
ARL6IP6,-0.09534417826162178
ARL8A,-0.5841055328381622
ARL8B,-0.5773305714554446
ARMC1,-1.1871640080801211
ARMC10,-0.49158230602093966
ARMC5,0.316520931510907
ARMC6,-0.3985842478726661
ARMC7,0.6369890249844925
ARMC8,0.7975960399899549
ARMC9,0.7016235061613283
ARMCX1,-0.07696769456006464
ARMCX2,0.12259975264500697
ARMCX3,-0.253196101381988
ARMCX4,-0.5622802858974316
ARMCX5,0.400496522543735
ARMCX6,-0.20621843227213474
ARMH3,-0.25993999358188724
ARMT1,0.5176803300565905
ARNT,0.6081710034289752
ARNT2,-1.084218102705007
ARNTL,0.4179003759235469
ARPC1A,-0.7612591223629421
ARPC1B,1.5137817348456561
ARPC2,1.2427868103655029
ARPC3,1.1988804730343885
ARPC4,1.0389510250866634
ARPC5,1.3372900159090655
ARPC5L,-0.5520049948326116
ARPIN,0.13984796528249616
ARPP19,-1.080134209052491
ARPP21,-1.3147181621827904
ARR3,-1.0129094846190205
ARRB1,-1.3237205909716043
ARRB2,0.8510662715712423
ARRDC1,0.5666173660655827
ARSA,0.5490513911687813
ARSB,-0.24904789993957577
ARSD,0.5323222341237095
ARSE,0.49895340474213956
ARSF,0.41942114786990525
ARSK,-0.05689550725108195
ART3,-1.281265130633501
ART4,0.2611430323431365
ARV1,0.24665970507586688
ARVCF,-1.0129519639922147
AS3MT,0.11844733292824092
ASAH1,-0.13875934445828955
ASAP1,-0.42331863476972076
ASAP2,-0.3668360740286357
ASAP3,-0.023220654924746696
ASB1,0.16539589713394298
ASB13,-0.17384059160048082
ASB3,-0.034048766060537396
ASB6,0.4964462056402261
ASB8,0.4504843628561883
ASCC1,0.8368815902262323
ASCC2,1.1773895306793003
ASCC3,1.235685929685589
ASCL1,-0.7149376106397939
ASDURF,0.9683696762448487
ASF1A,-0.366201501643609
ASF1B,0.29518853330548334
ASH2L,0.20700455010128083
ASIC1,-0.967498155700506
ASIC4,-0.5692297930621623
ASL,0.9552590277584655
ASMTL,-0.10748086077968283
ASNA1,0.3146232723426533
ASNS,0.5474542368908046
ASNSD1,0.6148743017449135
ASPA,-0.7098221483000211
ASPH,1.2277630724546764
ASPHD1,-0.7769130375511795
ASPHD2,-0.947894313516559
ASPN,1.1668727500875944
ASPRV1,-0.3265033009235314
ASPSCR1,-0.41657809448153804
ASRGL1,-1.4039333660635287
ASS1,-0.0648185130319613
ASTN1,-1.346223539936441
ASTN2,-0.7642584712478521
ASXL2,0.40564942816558147
ATAD1,-1.0722581486891858
ATAD2,-0.2203353185252016
ATAD2B,-0.1098772672868096
ATAD3A,-0.5979556747500576
ATAD3B,0.48394881060150885
ATAT1,-1.1761328360214875
ATCAY,-1.536353511773389
ATE1,-0.8902335395750638
ATF1,1.0217017463046123
ATF2,0.2345133500547107
ATF3,0.8631784707660206
ATF6,0.4566203405041696
ATF6B,-0.2230520205350128
ATF7,0.8902689374198045
ATF7IP,0.17400985660320165
ATG10,-0.47716140115666345
ATG101,0.5110971291060122
ATG12,0.37191194268677574
ATG13,0.054403785943317004
ATG14,-0.3510556861083324
ATG16L1,0.32577997813302545
ATG2A,-0.24446644275188179
ATG2B,-1.1189744052852078
ATG3,0.9526079996983478
ATG4A,1.0954055972839378
ATG4B,-0.991724846213183
ATG4C,-0.060786956786034824
ATG5,0.42017208958048463
ATG7,0.58133880596376
ATG9A,-0.579481069533076
ATIC,-0.08838864326831647
ATL1,-1.6836269853515757
ATL2,-0.8047068045310859
ATL3,0.9927812686013084
ATM,1.005206770707716
ATN1,-0.08058611613417957
ATOX1,-0.20017882839459594
ATP11A,0.023559977650586858
ATP11B,-0.9886836345742751
ATP11C,0.9438608431411757
ATP12A,0.241146608746584
ATP13A1,0.8055991549033914
ATP13A2,-0.7889231525374626
ATP13A3,0.9237017109969096
ATP13A4,-0.1113556044848523
ATP1A1,-1.0822282246926143
ATP1A2,-1.0810022222783071
ATP1A3,-1.7837851462367342
ATP1A4,0.22466020581484414
ATP1B1,-1.6897434059494933
ATP1B2,-0.7883877837189515
ATP1B3,0.6570569222129325
ATP1B4,-0.3509077138909517
ATP23,-0.09618901550169012
ATP2A1,0.7994531307968227
ATP2A2,-0.9244302834674043
ATP2A3,0.6969905948183772
ATP2B1,-1.2519039076212006
ATP2B2,-1.6508713136027775
ATP2B3,-1.550165109991841
ATP2B4,-1.1801197662062095
ATP2C1,0.09463330428165351
ATP4A,-0.9483296378406882
ATP5F1A,-1.3559390535229747
ATP5F1B,-1.2626822342008777
ATP5F1C,-1.336010684298576
ATP5F1D,-1.098885618609784
ATP5F1E,-1.2495431675709279
ATP5IF1,-1.1752371130774621
ATP5MC1,-0.15964494116250738
ATP5MD,-1.2047251317293375
ATP5ME,-1.4395319990616455
ATP5MF,-0.1883217084550417
ATP5MF-PTCD1,0.12047445078986413
ATP5MG,-0.9754758319001153
ATP5MPL,-1.3068437997525937
ATP5PB,-1.4151148276673207
ATP5PD,-1.419412308466031
ATP5PF,-0.9553727602248723
ATP5PO,-0.7448985726298074
ATP5S,-0.8375291660617494
ATP6AP1,-1.3780580327242116
ATP6AP2,-0.3665977377743741
ATP6V0A1,-1.6257236522849738
ATP6V0A2,0.9711068984144187
ATP6V0C,-1.3294576007060923
ATP6V0D1,-1.451677131508422
ATP6V0D2,-1.1891872657771716
ATP6V1A,-1.5786594450921403
ATP6V1B2,-1.454452980242217
ATP6V1C1,-1.2924661315539345
ATP6V1D,-1.5484154169784583
ATP6V1E1,-1.5614699026224441
ATP6V1F,-1.5250713463341126
ATP6V1G1,0.9628068879845032
ATP6V1G2,-1.6188330181168449
ATP6V1H,-1.638422388713921
ATP7A,0.870440981343247
ATP8A1,-1.6535009958178148
ATP8A2,-1.542570196664251
ATP9A,-1.6311268238636893
ATP9B,0.9148602842188538
ATPAF1,-0.9838162880572874
ATPAF2,0.004214879369705551
ATR,0.6592898246447045
ATRAID,0.7663437454056645
ATRIP,0.7764804516612196
ATRN,-0.30580437110859626
ATRNL1,-1.076408922465963
ATRX,0.06574759437503859
ATXN1,1.0587308051913638
ATXN10,-0.508580067183944
ATXN1L,0.019251142553557254
ATXN2,-0.28886734226434196
ATXN2L,0.7096125064422745
ATXN3,-0.43018308944666533
ATXN7,0.5776674954071315
ATXN7L3,0.17248491259266047
ATXN7L3B,0.12643591139321872
AUH,-1.642321772545346
AUP1,0.5139824041558319
AURKA,0.27108899961070365
AURKAIP1,0.2399652343597694
AURKB,-0.438785724605484
AUTS2,0.15948542736589816
AVEN,0.054509878369333825
AVL9,-1.0750196323477557
AXIN1,0.31675056541212715
AXL,0.2240141873427546
AZGP1,0.5495134715164872
AZI2,1.0027902600957042
AZU1,0.8836727305804342
B2M,0.02566755457809758
B3GALNT1,0.08851045495362635
B3GALT6,0.3946965354809954
B3GAT1,-0.6754690222472232
B3GAT3,0.9069637704023341
B3GLCT,-0.3363587025019157
B3GNT2,0.24108767057205568
B3GNT9,0.7558494230272994
B3GNTL1,0.3107965977238055
B4GALNT1,-0.3991370927914832
B4GALT1,1.3397255586630474
B4GALT3,-0.2340792094240008
B4GALT4,1.069152301155341
B4GALT5,1.3526255866046122
B4GALT7,0.9571261725526139
B4GAT1,-1.167739977897054
B9D1,0.12983017852576784
B9D2,0.32178408394397406
BAALC,-0.4478927770593495
BABAM1,-0.2453225477351171
BABAM2,-0.2819863583989005
BACE1,-1.1394152171640157
BACH1,1.1180995173000277
BAD,-0.17264658708063718
BAG1,0.3498119593125387
BAG2,0.23457851516822292
BAG3,-0.28492275720666665
BAG4,-0.517075957161277
BAG5,-0.04238480559420406
BAG6,-0.033850732160602345
BAHD1,0.53425753732037
BAIAP2,-1.3126843396047236
BAIAP2L1,0.4180168659250727
BAIAP3,-1.0732243792006393
BAK1,0.6041591611187836
BANF1,0.09285606188763004
BANP,0.5603973711489317
BAP1,0.4649101247812846
BARD1,-0.6072612267469057
BASP1,-1.6986921661886003
BAX,0.6143176327607889
