Lipid,C3L-00365,C3L-00674,C3L-00677,C3L-01043,C3L-01045,C3L-01048,C3L-01049,C3L-01149,C3L-01157,C3L-01839,C3L-01887,C3L-02041,C3L-02465,C3L-02504,C3L-02542,C3L-02642,C3L-02704,C3L-02705,C3L-02707,C3L-02708,C3L-02900,C3L-02970,C3L-02984,C3L-03266,C3L-03407,C3L-03681,C3L-03727,C3L-03728,C3L-03748,C3L-03968,C3L-04084,C3N-00661,C3N-00662,C3N-00663,C3N-00665,C3N-01192,C3N-01196,C3N-01334,C3N-01364,C3N-01366,C3N-01368,C3N-01369,C3N-01505,C3N-01515,C3N-01517,C3N-01518,C3N-01798,C3N-01814,C3N-01815,C3N-01816,C3N-01817,C3N-01818,C3N-01850,C3N-01852,C3N-01856,C3N-02181,C3N-02183,C3N-02185,C3N-02186,C3N-02188,C3N-02190,C3N-02255,C3N-02256,C3N-02769,C3N-02770,C3N-02782,C3N-02783,C3N-02784,C3N-02785,C3N-02786,C3N-02788,C3N-03070,C3N-03088,C3N-03180,C3N-03182,C3N-03183,C3N-03184,C3N-03186,C3N-03187,C3N-03188,PT-NPJ7,PT-P44H,PT-Q2AG,PT-R55F,PT-RN5K,PT-UTHO,PT-WVLH
TG(20:4/22:6/22:6),15.203,16.628,14.934,17.085,16.798,18.398,16.915,15.546,14.567,14.868,NA,12.702,13.553,14.677,13.094,15.382,16.167,14.151,13.249,14.970,13.564,17.418,NA,16.564,16.077,15.034,14.693,NA,16.739,10.719,15.636,17.163,16.516,15.066,18.912,14.976,16.468,16.702,13.516,15.056,16.196,16.467,17.432,18.551,14.243,15.798,14.488,12.300,15.196,14.288,14.867,13.624,14.709,16.000,18.677,15.718,12.855,16.571,14.950,15.944,15.694,14.258,13.262,17.870,15.849,14.635,14.886,14.555,15.798,18.679,16.650,NA,12.225,16.831,15.370,12.452,14.995,16.927,13.748,12.217,16.123,13.755,15.004,14.388,12.742,14.519,14.862
TG(44:1),17.685,18.395,16.375,18.840,17.970,18.455,17.587,17.728,16.906,16.393,13.927,18.194,16.512,17.971,17.344,16.823,18.644,17.180,15.647,19.162,17.223,18.133,15.319,18.168,17.772,17.497,16.954,15.844,18.536,16.751,17.905,19.123,19.253,18.408,19.001,18.034,18.621,18.916,18.233,18.038,18.411,19.288,18.629,19.375,16.366,17.032,16.351,16.805,18.486,17.567,15.182,15.655,14.438,18.421,19.249,19.359,16.261,17.832,18.111,16.723,17.833,18.127,15.160,18.524,17.764,18.836,17.828,16.963,18.185,17.913,18.716,16.105,15.042,18.651,18.833,20.040,16.656,17.848,14.257,17.166,15.484,15.413,13.026,15.116,14.219,14.799,14.409
TG(46:1),19.977,19.689,18.830,19.728,19.657,20.537,19.476,20.148,19.003,18.608,16.956,20.409,18.597,20.094,19.671,19.188,20.328,19.341,18.497,20.806,19.535,20.097,18.137,19.717,19.081,19.115,19.496,18.086,20.080,18.548,20.193,20.766,20.653,20.098,20.351,19.669,20.448,20.678,19.596,20.087,19.939,20.590,20.206,20.467,18.550,19.021,18.128,19.390,20.052,19.416,17.512,18.309,17.271,20.397,20.602,20.325,17.263,19.455,19.527,18.917,19.324,20.391,17.818,20.101,19.650,19.597,18.330,19.266,20.132,19.495,20.084,18.559,16.390,19.794,19.351,21.487,19.048,19.334,16.556,19.109,17.966,17.322,14.977,16.791,16.396,16.818,15.046
TG(46:2),18.286,18.783,17.456,18.952,18.535,18.976,18.961,18.270,17.589,16.694,14.987,18.652,17.168,18.360,17.747,17.304,18.412,17.788,16.370,19.633,18.266,18.206,16.532,18.227,17.803,17.790,17.465,16.427,18.594,17.324,18.142,19.351,19.332,18.909,19.523,18.335,18.600,19.358,18.236,18.361,18.343,19.588,18.766,20.088,17.669,17.639,17.243,17.061,18.893,18.168,15.266,16.553,14.868,18.443,19.744,20.130,16.014,17.800,18.146,18.081,18.605,17.960,15.493,19.270,18.494,18.364,17.448,18.193,18.450,19.535,20.102,17.898,15.022,18.712,19.183,20.309,17.382,18.350,14.988,17.736,16.545,15.307,12.580,14.603,14.526,15.171,13.537
TG(48:1),22.224,21.446,21.030,21.484,21.634,22.116,21.205,22.218,20.646,20.692,19.730,22.016,20.977,21.879,21.556,21.195,22.165,21.493,21.202,22.357,21.541,21.667,20.855,21.213,20.666,21.085,21.817,19.826,21.614,20.441,21.813,22.310,22.081,21.652,21.608,21.521,21.987,22.027,21.670,21.784,21.711,21.766,21.625,21.883,21.470,21.158,20.397,21.583,21.283,21.477,20.011,20.739,19.770,22.105,22.219,21.975,20.117,21.274,21.030,21.339,20.930,22.456,20.292,21.673,21.316,21.584,20.412,21.312,21.703,21.151,21.637,20.967,18.684,20.699,21.253,22.211,21.550,21.010,19.385,21.107,19.693,19.838,17.873,18.807,18.411,18.930,17.695
TG(48:2),20.764,20.555,20.072,21.081,20.597,21.124,20.812,20.884,19.598,19.382,17.770,21.130,20.273,20.273,20.405,20.088,20.659,20.310,19.642,21.651,20.600,20.311,19.846,19.860,19.603,20.240,20.457,18.558,20.388,19.657,20.716,21.394,20.839,20.912,21.175,20.698,20.912,21.090,20.659,20.715,20.360,20.985,20.390,21.439,20.515,20.167,19.401,19.903,20.556,20.665,18.397,19.609,17.794,21.059,21.574,21.661,18.551,20.034,19.834,20.248,20.283,20.774,18.672,20.890,20.181,20.623,19.021,20.682,20.787,21.189,21.539,20.898,17.384,19.971,20.675,21.318,20.691,20.336,17.889,20.648,19.354,18.340,16.124,17.185,16.735,NA,15.790
TG(48:4),17.812,18.534,16.943,18.273,18.609,19.156,18.370,18.150,16.832,16.150,14.739,18.724,16.403,18.900,17.880,17.263,19.128,16.366,15.211,19.028,17.963,18.819,15.523,18.067,16.842,17.429,17.408,15.687,18.973,16.695,18.029,18.651,19.505,18.430,19.147,17.537,18.462,18.873,16.851,17.609,17.986,18.645,19.692,19.100,16.174,17.428,15.847,17.204,17.852,16.872,14.765,15.935,14.949,17.680,19.799,19.659,15.634,18.356,17.437,17.606,17.945,17.846,14.911,19.434,18.730,17.776,16.612,16.806,18.582,19.033,19.688,16.179,15.001,18.398,18.295,20.845,16.528,18.128,15.522,16.369,15.366,14.768,14.040,14.993,15.363,15.418,14.614
TG(49:1),19.984,18.970,17.962,19.353,18.869,20.031,19.099,18.729,18.132,18.586,17.207,18.269,18.380,18.879,18.854,18.502,19.109,19.333,18.338,19.366,17.529,18.737,17.750,18.749,18.550,18.482,18.705,17.519,18.968,19.427,19.161,19.401,19.435,19.102,19.347,18.281,19.818,18.917,19.037,19.087,19.439,19.703,18.661,19.282,18.812,18.028,18.361,18.792,19.342,18.693,17.960,18.093,17.187,19.200,19.166,19.366,17.938,18.810,18.830,18.127,18.653,18.680,17.980,18.750,18.174,18.676,17.454,18.950,18.593,18.342,18.212,17.941,16.947,18.338,18.430,17.536,18.976,18.091,16.531,17.508,16.472,16.427,15.157,15.684,15.610,15.422,15.230
TG(49:2),18.453,18.083,16.709,18.707,18.027,18.653,18.931,17.757,16.970,17.033,15.557,17.324,17.564,17.483,17.363,17.305,17.513,18.049,17.101,18.708,17.058,17.476,16.874,17.335,17.333,17.542,17.318,16.067,17.552,18.410,17.949,18.127,18.082,17.827,18.408,17.121,18.557,17.608,18.122,17.814,17.738,18.710,17.822,18.736,18.092,17.189,17.203,17.409,18.160,17.708,16.266,16.936,15.677,17.749,18.278,18.915,16.738,17.411,17.532,16.959,17.607,17.090,16.298,17.707,17.263,17.665,15.847,17.778,17.503,17.962,18.234,17.571,15.264,17.314,18.116,16.503,17.762,17.059,15.617,17.007,16.322,15.480,14.353,14.758,14.166,14.529,14.004
TG(50:3),21.076,20.849,21.198,22.071,21.261,21.590,21.907,21.113,20.012,20.240,19.064,21.271,21.362,20.588,20.627,20.467,20.889,20.747,20.370,22.118,20.872,20.565,20.225,20.133,20.220,21.218,21.211,18.709,20.745,20.939,20.928,21.629,20.965,21.447,21.664,20.972,21.006,21.420,21.354,20.927,20.587,21.339,21.014,22.299,22.123,20.821,20.873,20.367,20.866,21.554,19.136,20.568,18.547,21.123,22.008,22.351,19.840,20.730,20.141,21.079,20.953,20.674,19.238,21.550,20.831,21.754,19.967,21.361,21.395,21.865,22.061,22.995,18.631,20.270,21.761,20.927,21.454,21.202,19.311,20.987,20.541,18.465,17.191,16.946,17.618,18.122,16.817
TG(51:1),20.394,19.982,18.062,19.701,19.092,20.646,20.023,18.984,19.072,19.214,17.564,17.919,18.540,19.340,19.118,18.609,19.830,20.097,18.644,19.698,17.665,19.246,17.231,19.449,19.814,19.205,18.996,17.897,19.595,20.377,19.508,19.844,19.966,19.473,20.059,18.824,20.660,19.066,19.782,19.609,20.127,20.442,19.522,20.189,19.202,18.596,19.383,19.471,20.140,19.753,18.427,18.786,17.873,19.383,19.960,19.944,18.861,19.826,19.624,19.205,19.658,18.985,18.326,19.633,18.950,19.435,17.526,20.232,19.202,19.420,19.236,17.786,17.606,19.629,19.372,17.963,19.498,18.947,17.095,17.111,16.299,16.563,15.717,15.901,15.810,15.402,15.439
TG(51:2),19.706,19.379,18.325,19.859,18.906,20.112,20.046,18.721,18.612,19.246,17.728,18.215,19.306,18.754,18.605,18.551,19.204,19.733,18.400,19.516,17.951,18.597,18.144,18.881,19.128,19.094,18.813,17.781,18.892,20.719,19.078,19.619,19.249,19.689,19.703,18.566,20.093,19.022,19.533,19.266,19.419,20.297,18.861,19.820,19.643,18.344,19.148,18.875,19.909,19.294,18.123,18.439,17.532,19.195,19.475,19.990,18.311,19.058,19.168,18.596,19.369,18.425,18.261,19.041,18.473,19.348,17.388,19.538,18.792,19.543,18.910,19.413,17.640,18.987,19.360,17.325,19.247,18.762,17.117,17.375,17.526,17.117,16.093,16.496,16.102,16.277,15.921
TG(51:3),18.353,18.288,17.298,19.461,18.084,18.947,19.043,17.915,17.453,17.735,16.652,17.370,18.298,17.381,17.406,17.186,17.236,18.279,17.532,18.778,16.952,17.177,17.018,17.324,17.837,18.455,17.909,16.148,17.533,19.476,17.745,18.535,17.752,18.324,18.506,17.249,18.192,17.614,18.284,17.733,17.721,19.174,17.669,19.165,19.240,17.590,18.489,17.174,18.405,18.064,16.824,17.811,16.083,17.506,18.363,19.372,17.442,17.804,17.730,17.429,18.410,16.770,16.657,18.083,17.304,18.625,16.603,18.136,18.097,18.578,18.455,19.673,16.083,18.048,18.903,16.558,18.445,18.002,16.603,16.975,16.965,15.643,14.606,14.347,14.498,14.566,14.259
TG(52:0),17.860,18.455,18.743,20.359,20.333,19.430,17.269,21.195,18.644,19.322,19.041,18.460,19.306,20.648,19.525,18.145,18.325,20.228,19.374,17.556,18.300,16.964,16.913,20.030,18.787,18.288,19.856,18.297,20.712,18.229,17.167,17.182,17.230,20.023,17.217,18.701,17.224,17.714,19.335,18.165,19.643,17.126,17.710,17.459,20.145,19.106,19.948,19.005,17.939,18.698,18.504,19.582,19.965,19.993,20.155,19.754,18.536,20.232,18.592,21.080,19.658,20.302,19.316,18.558,21.064,20.936,17.975,20.847,18.737,17.147,16.952,18.587,17.951,19.159,19.360,20.058,19.813,19.788,19.196,18.777,16.453,17.144,17.126,16.781,17.284,17.158,17.646
TG(52:4),22.877,22.124,21.604,22.313,22.320,23.163,22.275,22.525,20.859,20.580,18.846,21.896,20.701,22.875,21.918,21.515,22.870,21.296,20.402,22.841,21.475,22.200,19.420,21.942,20.776,21.526,22.036,19.361,22.298,20.305,22.277,22.795,22.189,22.214,22.378,21.455,22.252,22.570,20.681,21.599,21.818,21.977,22.680,22.481,21.321,21.996,20.207,21.604,21.374,21.337,19.912,20.878,20.157,21.977,23.120,23.338,20.157,22.054,21.175,22.168,21.601,21.868,19.864,22.990,21.942,21.421,20.590,21.359,21.954,22.453,22.903,20.961,19.084,21.446,21.799,22.622,21.921,21.782,20.132,19.781,19.452,19.186,18.765,19.366,18.126,18.869,18.499
TG(52:5),21.172,21.007,20.728,21.437,21.062,21.943,21.110,21.061,19.473,18.805,17.103,21.181,20.393,21.048,20.351,20.201,21.838,19.761,19.056,21.970,20.720,21.018,18.694,20.307,19.447,20.383,20.792,18.448,21.074,19.733,21.276,21.247,21.056,21.191,21.385,20.409,21.078,21.202,19.627,20.443,20.522,20.863,21.321,21.559,19.980,20.853,18.908,20.084,19.923,19.621,18.317,19.431,18.385,20.647,22.788,21.757,18.557,20.731,19.622,20.312,20.102,20.849,18.634,21.417,20.741,20.243,19.366,20.216,20.811,21.157,21.721,21.375,17.725,20.133,20.646,20.713,20.515,20.638,18.437,18.772,19.769,18.971,17.599,18.070,16.586,18.724,17.429
TG(52:6),19.249,19.145,18.174,18.354,19.279,20.499,18.877,19.407,17.652,17.502,15.757,19.294,17.899,19.166,18.653,18.381,19.307,17.973,17.480,19.514,18.829,19.545,17.042,19.107,18.619,18.164,18.525,16.618,19.543,16.050,19.160,19.606,19.757,18.150,20.272,18.640,19.425,19.906,18.285,19.307,19.071,19.462,19.839,19.929,17.031,18.683,17.159,18.290,18.713,18.662,16.718,17.518,17.310,19.452,20.389,19.497,16.417,18.972,18.365,18.497,18.522,19.096,16.984,19.983,18.963,17.902,17.404,18.579,19.218,19.851,19.701,17.066,15.611,18.882,18.131,20.162,18.223,19.375,16.319,18.792,16.871,15.638,14.927,15.827,15.219,16.056,15.162
TG(53:2),19.265,19.255,17.654,19.255,18.343,19.963,19.679,18.254,18.519,18.745,17.299,17.385,18.865,18.287,18.278,18.078,19.261,19.422,17.828,18.962,17.172,18.273,16.896,18.791,19.572,18.784,18.183,17.000,18.889,20.896,18.818,19.157,19.191,19.309,19.742,18.549,20.288,18.451,19.397,19.016,19.482,20.196,18.689,19.892,19.178,18.310,19.210,18.455,19.763,19.355,17.748,18.173,17.573,18.492,19.442,19.311,18.250,19.176,19.041,18.517,19.242,18.029,17.650,18.959,17.949,18.918,17.418,19.746,18.356,19.274,18.919,18.354,17.338,19.418,19.244,17.013,18.758,18.408,16.614,15.833,16.281,16.455,15.609,15.710,15.726,15.723,15.629
TG(53:3),18.840,18.558,17.784,19.501,18.456,19.459,19.757,18.035,17.896,18.187,16.932,17.502,18.822,17.935,17.939,17.827,18.134,18.754,17.476,19.074,17.272,17.707,17.228,18.100,18.546,18.600,17.843,16.844,18.198,20.598,17.928,18.925,18.194,18.730,19.218,17.994,19.356,17.912,18.746,18.272,18.535,19.867,18.333,19.369,19.566,18.155,18.938,17.995,19.143,18.937,17.332,18.193,16.693,17.759,18.683,19.374,17.856,18.544,18.367,18.266,18.910,17.122,17.100,18.593,17.867,18.912,16.929,19.036,18.174,19.366,18.586,19.788,17.182,18.666,19.275,17.187,18.949,18.362,17.062,16.675,16.753,15.903,15.149,15.253,15.231,15.251,15.124
TG(54:1),20.933,20.360,19.384,20.635,20.500,22.004,21.738,21.117,20.717,19.903,18.789,19.208,19.772,20.650,20.026,19.721,21.526,20.631,19.358,20.725,18.812,20.483,17.172,20.869,21.317,20.023,20.021,19.021,21.573,19.886,20.435,21.119,21.202,20.773,21.729,20.249,21.501,21.041,20.486,21.341,21.772,21.371,20.966,21.922,20.521,19.891,20.272,20.725,20.623,21.039,18.963,19.957,19.339,20.546,21.906,21.226,18.647,20.923,20.343,21.347,20.655,20.682,19.237,21.669,20.903,21.495,18.807,21.625,20.824,21.040,21.114,18.474,18.220,21.334,20.770,20.229,20.340,20.483,18.318,17.579,16.441,17.151,16.699,16.210,16.722,16.467,17.172
TG(54:3),22.064,21.849,21.678,22.405,22.145,22.683,23.235,22.345,21.412,21.062,20.776,21.312,22.600,21.677,21.407,21.138,22.267,22.031,21.233,22.487,21.332,21.412,21.033,21.457,22.104,21.751,21.862,20.352,22.302,22.857,21.682,22.659,22.047,22.694,22.734,22.110,22.687,22.371,22.645,22.097,21.899,22.932,22.148,23.401,23.311,22.385,22.518,21.976,22.207,23.203,20.500,21.862,20.407,21.912,23.288,23.362,21.202,21.761,21.508,22.585,22.249,21.956,20.775,22.665,21.759,22.659,21.693,22.641,21.957,23.291,22.861,23.492,20.579,22.171,23.430,21.186,22.272,22.108,20.733,20.451,21.014,19.941,18.962,18.811,19.332,19.972,19.341
TG(54:4),22.570,22.040,22.073,NA,22.539,23.078,23.285,22.309,21.629,20.632,20.813,21.988,22.629,21.954,21.847,21.834,22.315,22.052,21.538,23.191,21.964,22.086,NA,21.973,21.777,22.207,22.381,20.632,22.629,NA,22.227,22.888,22.101,22.595,NA,22.373,22.619,22.185,22.529,22.315,21.886,22.509,22.613,23.371,23.416,22.519,22.564,22.112,21.609,22.971,21.316,22.461,20.493,22.237,23.403,23.493,NA,NA,21.565,22.887,22.433,NA,20.217,23.130,NA,NA,21.615,NA,22.083,23.481,23.289,24.205,NA,21.647,23.389,21.233,22.955,22.494,NA,21.124,NA,19.147,18.589,18.435,18.624,NA,18.905
TG(54:6),21.779,21.336,20.557,20.950,21.328,22.481,21.223,21.870,20.230,20.219,18.912,20.688,20.284,21.363,20.626,20.900,21.883,20.847,20.314,21.137,20.332,21.522,19.592,21.218,21.032,20.829,21.203,19.054,21.226,18.265,21.168,21.895,21.640,20.649,21.974,20.847,21.480,21.999,20.613,21.087,21.358,21.524,21.696,22.299,20.451,20.991,20.184,20.605,21.198,21.283,19.763,20.528,20.434,21.719,21.919,21.548,19.643,21.068,20.656,21.255,21.108,21.578,20.084,22.420,20.589,20.794,20.320,20.977,21.185,22.087,21.460,19.549,18.696,21.189,20.435,20.822,21.231,21.499,19.367,21.034,18.758,18.087,18.010,18.106,17.336,17.768,17.954
TG(54:7),20.086,20.195,19.960,19.636,19.972,21.331,19.952,19.936,18.611,18.405,16.483,19.823,20.048,19.308,19.135,19.508,20.510,19.064,18.664,20.506,19.770,20.202,18.855,19.714,19.544,19.895,19.867,17.389,20.205,17.480,20.064,20.532,20.402,19.484,21.127,19.907,20.457,20.647,19.208,20.135,20.032,20.097,20.378,21.371,18.881,19.729,18.563,18.895,19.579,19.953,17.835,19.063,18.180,20.576,21.622,20.358,17.471,19.567,19.244,19.393,19.516,20.220,18.469,20.749,19.517,19.051,18.834,19.907,20.012,20.544,20.386,19.670,16.844,19.775,19.383,18.187,19.747,20.429,17.293,19.368,19.327,17.688,16.267,16.842,15.616,17.278,15.905
TG(56:1),19.041,19.411,17.352,18.302,19.316,19.629,19.407,18.884,18.380,18.866,16.960,17.456,16.864,19.772,18.303,18.399,19.317,19.172,16.762,19.201,17.304,18.382,16.020,18.853,19.088,18.240,17.900,16.884,19.922,18.999,18.777,18.614,19.336,19.505,19.709,18.896,19.162,19.543,18.286,19.588,19.491,19.440,19.321,19.596,18.527,18.280,17.925,19.151,19.488,17.997,17.876,18.034,17.728,18.466,19.767,20.050,17.365,19.366,19.261,19.653,19.296,19.339,16.984,19.718,19.241,19.404,17.747,19.645,19.069,18.671,19.512,16.240,16.495,19.801,18.925,19.419,17.936,18.814,16.355,15.730,14.201,16.260,14.771,14.707,14.445,15.105,15.722
TG(56:3),19.801,19.567,18.577,19.670,19.610,20.435,21.250,19.283,19.612,18.318,17.533,18.561,19.465,19.578,19.280,18.870,20.572,19.365,18.410,20.286,19.106,19.362,17.595,19.730,20.344,19.119,19.083,18.018,20.524,20.882,19.179,19.675,19.778,20.040,21.056,20.234,20.858,20.104,20.692,20.163,20.088,20.464,20.340,21.087,20.073,19.938,19.993,19.882,19.839,21.439,17.554,19.659,18.068,19.859,20.943,20.890,18.519,19.745,19.289,20.630,19.993,20.122,17.816,20.831,19.902,20.624,19.034,21.377,19.496,20.856,20.898,19.587,17.870,20.293,21.433,19.485,19.563,19.268,17.375,17.269,17.066,16.503,15.600,15.468,15.183,16.021,15.270
TG(56:5),22.443,21.930,21.791,22.279,22.190,23.330,22.764,22.748,21.647,20.685,19.619,21.796,21.706,22.378,22.272,21.175,22.858,21.531,20.819,22.744,21.257,21.952,19.628,21.788,21.839,21.543,22.080,20.054,22.486,21.614,22.151,22.582,22.425,22.554,22.794,21.648,22.631,22.421,21.529,21.802,22.028,22.553,22.545,23.030,21.775,22.042,21.600,21.885,21.683,21.989,20.346,21.044,20.711,22.039,23.813,22.873,20.700,22.218,21.507,22.298,21.959,22.383,20.598,22.891,21.930,22.011,20.937,21.838,22.072,22.906,22.805,20.993,19.955,22.392,22.432,21.465,21.872,21.917,19.938,19.681,20.802,19.731,19.807,19.846,19.048,19.986,19.811
TG(56:7),22.328,21.848,21.764,21.935,22.220,23.522,22.005,22.418,21.229,21.197,19.743,21.107,21.902,21.625,21.067,21.470,22.811,21.475,20.893,21.886,21.098,22.063,20.505,22.075,22.090,21.792,22.018,19.984,22.153,19.892,21.986,22.931,22.274,21.895,22.874,21.974,22.610,22.600,21.726,21.999,22.203,22.482,22.319,23.194,21.410,22.125,21.490,20.987,21.883,22.682,20.614,21.549,21.294,22.606,23.194,22.167,20.353,21.972,21.466,21.985,21.706,22.043,20.797,23.019,21.424,21.944,21.397,22.070,22.055,22.990,22.113,20.575,19.956,22.211,21.804,20.137,22.060,22.609,20.107,20.931,21.302,20.095,19.750,19.753,18.712,20.055,19.854
TG(56:9),18.083,19.000,18.393,19.339,18.924,19.688,19.123,17.898,16.477,16.171,14.286,18.420,18.062,17.908,16.984,17.613,19.353,17.243,16.612,19.324,18.092,18.671,16.728,17.868,17.283,18.077,17.894,15.803,18.724,16.546,18.308,19.621,18.710,18.620,19.800,17.571,18.694,18.696,17.121,18.172,17.908,18.749,19.067,20.216,17.777,18.152,16.855,16.741,17.341,18.319,16.556,16.656,16.349,17.978,20.860,19.263,15.837,18.293,17.026,17.911,17.723,17.603,15.903,19.347,18.245,17.136,17.084,17.991,17.970,19.756,19.818,18.740,15.439,17.787,18.479,17.061,17.740,18.974,16.062,17.583,18.830,16.870,15.900,15.939,13.566,16.236,15.718
TG(58:1),18.695,19.326,17.256,17.740,19.367,18.762,18.931,18.310,18.300,18.893,17.627,17.269,16.368,19.366,17.911,18.335,18.594,19.256,16.500,19.233,17.085,17.883,16.550,18.722,19.097,17.978,17.636,16.477,19.670,18.249,18.520,18.150,19.197,19.364,19.989,18.311,18.210,19.630,17.892,19.745,19.146,19.593,19.263,19.551,18.181,17.947,17.474,18.817,19.680,17.026,17.787,17.819,17.782,17.796,19.119,19.944,17.598,19.369,19.330,19.611,19.284,18.830,16.847,19.389,19.000,18.837,17.746,19.636,18.771,18.536,19.618,15.974,17.130,20.069,18.329,19.355,17.418,18.534,16.647,16.641,14.223,16.665,15.529,15.365,14.937,15.657,16.785
TG(58:2),19.529,20.033,17.126,18.279,19.424,19.503,19.871,18.422,19.287,19.484,17.513,17.486,17.290,19.456,18.147,18.715,20.227,19.507,16.750,19.703,17.562,18.690,16.980,19.372,20.274,19.188,18.104,17.469,20.085,20.277,19.258,19.096,19.867,20.042,20.735,19.863,20.065,20.661,19.133,20.087,20.173,20.630,19.854,20.430,18.771,18.754,18.383,19.262,20.551,18.772,18.353,18.395,18.246,18.579,20.216,20.414,17.968,19.452,19.965,19.685,19.862,19.366,16.924,19.806,19.018,19.641,18.479,20.204,19.097,19.376,20.315,16.435,17.513,20.831,19.814,19.103,18.077,19.095,16.523,16.784,14.926,16.957,15.406,15.616,14.338,16.339,16.044
TG(58:8),21.523,21.272,20.822,NA,21.174,22.582,22.145,21.249,20.456,19.629,17.765,20.450,20.773,21.825,20.783,20.495,22.137,20.304,19.375,21.838,20.606,21.307,NA,20.896,21.300,20.478,20.685,18.862,21.550,NA,21.037,21.675,21.418,21.816,NA,20.818,21.759,21.698,20.647,20.895,21.038,21.863,21.973,22.454,20.606,21.585,20.600,20.403,20.727,21.693,19.239,20.349,19.604,20.775,23.114,22.342,NA,NA,20.306,21.403,20.990,NA,19.079,22.200,NA,NA,20.376,NA,20.794,22.459,22.257,19.966,NA,21.605,21.714,20.538,20.719,21.417,18.909,18.962,NA,18.755,18.541,18.632,17.226,NA,18.693
TG(58:9),21.128,21.141,20.689,21.554,21.547,22.241,21.670,20.433,19.831,19.294,17.609,20.395,20.450,20.929,19.958,20.349,22.041,20.140,19.351,21.660,20.225,21.360,18.410,20.750,20.422,20.595,20.782,18.809,21.446,19.324,20.938,21.862,21.076,21.673,22.133,20.557,21.389,21.458,20.117,20.609,20.739,21.446,21.821,22.308,20.312,20.993,19.674,19.840,20.013,21.034,19.421,19.991,19.390,20.978,23.134,21.847,19.055,21.010,20.033,21.168,20.666,20.458,18.593,22.305,20.894,20.245,19.956,20.905,20.594,22.450,21.816,20.052,18.586,20.714,21.617,19.739,20.393,21.326,19.081,19.409,20.551,19.057,19.115,18.944,16.987,19.175,19.077
TG(59:1),15.897,18.024,13.980,14.619,16.147,15.104,15.852,14.937,16.803,17.647,15.095,13.335,13.564,16.911,15.254,16.116,14.635,17.722,13.982,14.954,13.732,16.335,13.801,17.018,17.967,16.009,13.626,14.281,17.029,17.215,15.298,14.549,16.183,15.236,16.319,15.066,14.684,16.243,14.739,17.570,16.949,18.584,17.589,15.638,14.114,14.846,15.330,17.398,18.612,13.208,16.566,14.362,16.385,14.268,14.944,16.754,15.626,17.517,18.093,15.512,17.539,16.847,14.785,16.588,16.618,15.778,14.231,16.566,15.909,14.440,15.883,13.428,15.312,19.322,14.484,17.079,14.281,16.510,14.826,14.632,12.630,14.876,13.373,13.960,13.993,14.221,15.727
TG(60:1),17.000,17.437,16.276,16.002,17.661,17.005,17.040,16.831,16.599,17.317,16.182,15.838,15.443,17.467,16.291,16.942,16.701,17.663,15.301,17.103,15.692,16.142,15.148,17.057,17.479,16.481,16.179,15.349,18.239,16.480,16.637,16.344,17.526,17.682,18.495,16.806,16.597,17.899,16.579,18.311,17.582,17.896,17.445,17.812,16.137,16.306,15.960,17.516,17.925,15.313,16.543,16.342,16.450,16.024,17.180,18.102,16.291,17.268,17.537,18.051,17.643,17.113,16.257,17.554,17.381,17.071,16.204,18.356,17.187,16.670,18.109,14.990,16.021,18.912,16.327,17.945,15.714,16.880,15.781,15.430,14.248,15.556,14.489,14.804,14.443,14.919,15.891
TG(60:11),20.055,20.129,19.467,20.374,20.346,21.717,20.504,19.506,18.819,18.481,16.124,18.696,19.263,19.467,18.371,19.259,20.949,18.745,17.814,20.110,18.708,20.265,16.981,19.967,19.846,19.613,19.378,17.244,20.436,17.455,19.931,21.078,20.105,20.109,21.294,19.501,20.518,20.458,18.967,19.517,19.963,20.465,20.539,21.482,18.839,20.139,18.581,18.134,19.158,19.669,18.051,18.480,18.307,19.876,22.399,20.201,17.140,20.053,18.906,19.776,19.558,19.487,17.875,21.273,19.585,19.089,18.848,19.300,19.760,21.357,20.653,17.502,17.173,20.174,20.161,17.808,19.221,20.527,17.466,17.425,20.392,18.765,18.697,18.580,16.210,18.834,18.688
TG(60:12),18.061,19.009,17.628,19.518,18.970,19.851,19.656,17.276,16.531,16.784,14.628,16.613,16.887,17.675,15.897,17.186,19.473,16.988,16.026,18.394,16.157,18.738,14.724,18.188,17.309,17.404,17.158,15.229,18.477,15.622,17.958,19.221,18.282,18.259,20.099,17.060,18.327,18.642,16.277,17.089,17.962,19.094,18.959,20.353,17.598,17.806,16.571,15.673,17.224,17.354,16.922,15.985,16.317,17.490,21.029,19.568,15.484,18.244,16.815,18.605,17.798,16.480,14.843,19.724,18.157,16.942,17.065,17.066,17.631,20.784,19.973,16.016,14.876,18.061,18.768,15.445,16.832,18.941,15.921,16.067,18.583,16.948,16.183,16.009,14.406,16.176,16.352
