Lipid,C3L-00365,C3L-00674,C3L-00677,C3L-01043,C3L-01045,C3L-01048,C3L-01049,C3L-01149,C3L-01157,C3L-01839,C3L-01887,C3L-02041,C3L-02465,C3L-02504,C3L-02542,C3L-02642,C3L-02704,C3L-02705,C3L-02707,C3L-02708,C3L-02900,C3L-02970,C3L-02984,C3L-03266,C3L-03407,C3L-03681,C3L-03727,C3L-03728,C3L-03748,C3L-04084,C3N-00661,C3N-00662,C3N-00663,C3N-00665,C3N-01192,C3N-01196,C3N-01334,C3N-01364,C3N-01366,C3N-01368,C3N-01369,C3N-01370,C3N-01505,C3N-01515,C3N-01517,C3N-01518,C3N-01798,C3N-01814,C3N-01815,C3N-01816,C3N-01817,C3N-01818,C3N-01850,C3N-01852,C3N-01856,C3N-02181,C3N-02183,C3N-02185,C3N-02186,C3N-02188,C3N-02190,C3N-02255,C3N-02256,C3N-02769,C3N-02770,C3N-02782,C3N-02783,C3N-02784,C3N-02785,C3N-02786,C3N-02788,C3N-03070,C3N-03088,C3N-03180,C3N-03182,C3N-03183,C3N-03184,C3N-03186,C3N-03187,C3N-03188,PT-NPJ7,PT-P44H,PT-Q2AG,PT-R55F,PT-RN5K,PT-UTHO,PT-WVLH
PI(O-16:0/20:4),13.993,16.186,16.489,15.919,14.850,14.880,15.796,17.464,16.569,15.722,15.660,15.470,14.152,15.611,16.094,16.722,16.942,15.443,15.450,13.809,16.156,15.579,17.104,16.115,15.192,17.169,15.896,16.624,15.742,15.744,16.257,15.257,13.448,14.662,16.001,13.350,15.491,14.684,14.660,15.693,14.489,16.050,15.279,14.304,15.246,15.814,15.798,16.246,16.042,16.071,16.272,16.294,16.858,15.455,13.875,14.267,16.436,16.243,15.687,15.638,15.284,15.512,15.588,16.090,15.952,14.694,15.245,15.806,14.708,15.203,16.098,15.275,16.272,15.973,14.753,18.661,14.599,15.987,16.931,15.674,15.459,16.016,15.690,15.758,16.194,15.930,15.637
PI(O-18:0/20:4),16.015,17.383,16.803,17.437,16.555,16.685,18.173,17.870,17.304,15.982,16.653,16.782,16.122,17.477,17.299,16.221,17.960,16.374,16.873,15.998,17.195,16.648,17.812,17.561,16.588,17.523,16.872,17.239,18.337,16.860,17.697,17.387,15.481,17.173,16.790,15.797,16.631,15.581,16.645,17.477,16.155,16.532,16.643,17.811,17.705,16.337,17.163,17.420,16.962,17.413,16.674,17.045,16.208,16.843,16.291,16.281,17.698,17.648,16.394,18.156,16.917,16.233,16.373,17.910,17.224,17.239,16.070,17.968,16.058,16.348,17.595,15.938,16.933,17.973,16.308,19.313,16.009,17.080,17.479,16.057,15.640,15.796,15.883,15.842,16.397,15.982,15.698
PI(P-18:0/16:0),12.150,15.910,13.293,12.798,13.077,12.386,13.589,11.831,15.254,15.353,15.369,12.070,12.488,12.684,12.687,13.792,14.441,15.610,14.402,12.184,11.849,13.956,16.325,15.760,14.907,13.968,13.127,16.324,13.441,14.018,14.012,13.103,11.488,12.874,14.404,13.003,14.312,14.406,12.927,12.066,14.305,16.393,12.675,12.784,12.815,13.485,14.477,13.159,15.216,14.077,16.044,14.964,15.392,13.728,12.214,11.885,16.822,13.908,15.366,12.386,14.544,14.392,14.327,14.171,14.562,14.653,13.967,14.256,12.213,11.914,15.096,NA,16.785,16.828,12.479,14.258,13.104,14.212,15.962,15.416,13.803,14.269,13.537,14.813,15.338,15.056,14.336
PI(P-18:0/20:4),15.412,17.315,16.600,16.709,16.663,16.281,17.383,17.037,17.297,16.636,17.092,17.536,16.277,16.385,16.931,16.850,18.129,16.660,16.466,16.178,17.635,16.040,17.893,17.594,16.932,17.194,17.728,18.001,17.602,17.250,16.736,16.567,15.548,16.397,17.326,15.889,17.400,17.786,15.956,17.036,16.518,17.453,16.770,16.569,17.226,16.819,17.054,16.629,17.545,17.551,17.492,16.989,16.875,16.907,15.675,15.856,18.324,16.528,17.303,16.890,16.574,16.016,16.743,16.191,16.914,17.318,17.087,17.359,15.417,16.893,16.915,15.819,18.442,17.987,17.158,18.059,16.513,16.685,17.769,16.639,16.366,16.635,16.131,17.076,16.933,16.304,16.334
PI(P-18:0/22:4),13.576,15.058,14.741,13.684,12.939,14.091,14.779,14.897,15.452,15.757,16.241,15.024,13.656,14.654,15.427,14.265,15.211,15.144,13.581,14.001,15.471,13.689,17.137,15.796,15.643,13.618,14.793,16.626,14.404,14.372,13.110,14.077,13.290,13.120,14.000,13.105,14.529,14.901,13.541,11.675,15.499,16.988,14.264,12.756,13.627,14.997,14.731,14.268,15.555,13.959,15.928,14.915,14.857,12.739,14.206,13.405,16.462,13.837,15.723,13.872,14.413,14.588,14.716,13.986,14.636,13.447,14.529,15.059,12.918,13.592,14.886,13.056,17.217,17.542,15.653,14.370,13.838,13.815,16.120,15.562,14.484,15.252,14.992,16.470,16.447,16.532,15.583
PS(16:0/18:1),18.406,18.707,18.450,19.411,18.884,18.198,17.890,17.227,19.153,18.809,19.025,18.695,18.455,18.407,18.750,20.748,20.082,18.629,19.620,17.697,19.240,18.857,20.928,18.667,18.599,19.213,19.271,19.356,19.348,19.427,18.204,18.936,16.810,18.333,19.018,17.046,19.183,19.455,18.712,20.118,17.403,19.271,18.457,18.708,19.172,18.083,19.906,19.064,18.912,20.374,18.482,19.928,19.920,21.078,17.919,18.234,19.066,18.698,18.822,18.378,19.401,19.213,18.655,17.747,18.945,18.567,19.884,17.649,17.856,18.244,19.238,20.553,19.285,18.294,17.849,18.491,20.262,18.556,19.458,19.253,18.710,19.363,19.519,18.905,18.256,18.412,19.541
PS(16:0/18:2);PS(16:1/18:1),15.254,15.294,14.727,15.861,16.236,14.346,15.009,13.446,15.730,14.715,14.962,15.423,14.816,14.997,15.310,17.848,16.554,14.798,15.795,14.736,16.631,15.620,17.367,14.797,14.928,16.185,15.987,16.010,15.425,16.178,14.929,15.142,13.528,14.984,15.351,13.728,15.562,16.250,15.273,16.789,14.145,15.177,15.238,15.609,16.652,14.918,15.890,15.882,15.510,16.821,14.922,15.887,15.528,16.408,14.657,15.667,15.980,14.594,15.149,15.207,16.379,15.486,15.470,14.869,15.290,14.744,15.442,15.184,13.822,15.966,15.929,16.421,15.850,14.543,15.362,15.548,15.893,15.450,15.745,15.438,15.069,15.851,14.656,14.499,13.859,14.616,14.526
PS(16:0/20:3),15.468,15.410,15.591,15.814,15.801,14.903,14.286,13.525,16.005,15.474,15.276,15.595,15.112,15.063,15.102,18.168,15.826,14.822,16.372,14.319,17.097,15.758,17.742,15.309,15.074,16.012,15.964,16.059,16.142,16.097,14.833,14.767,13.346,15.015,15.225,13.321,15.054,16.264,14.525,16.423,13.944,15.504,15.361,15.378,15.768,14.716,16.093,15.864,15.301,15.952,15.052,17.148,16.191,17.345,13.639,15.267,16.093,15.435,15.325,15.148,16.047,15.374,14.977,14.573,15.649,14.861,15.857,14.848,14.411,14.709,15.728,17.027,16.076,14.650,14.547,15.495,15.166,15.043,16.557,15.721,15.853,16.017,15.625,15.158,15.013,14.738,15.434
PS(16:0/20:4),15.431,16.042,15.462,15.976,15.203,14.831,14.849,13.668,16.086,15.509,15.551,16.903,15.172,15.733,15.770,17.808,17.182,15.159,16.725,15.467,16.613,15.511,17.042,14.777,14.509,15.241,17.176,16.353,16.472,16.568,15.217,14.918,14.238,14.846,15.312,13.580,15.885,16.409,14.030,16.965,13.908,15.532,15.632,15.285,16.164,15.412,16.852,15.514,15.446,15.767,14.909,16.556,16.696,17.782,14.857,15.153,16.416,16.122,15.066,15.461,15.666,15.697,15.376,15.192,16.037,14.318,16.878,14.121,15.462,14.862,16.598,17.673,16.156,14.183,14.090,16.308,14.492,15.096,16.564,15.895,14.490,14.894,15.426,15.115,14.577,14.579,15.349
PS(16:0/22:6),15.783,16.593,16.684,16.444,16.066,15.898,15.161,14.674,17.093,16.389,16.762,16.903,16.559,15.380,16.624,18.686,18.043,15.968,17.929,15.262,16.612,16.858,18.060,15.471,16.364,16.738,17.701,17.552,17.329,17.882,15.767,16.513,13.604,16.147,16.214,13.491,17.365,16.254,14.935,17.896,14.080,16.448,16.655,16.101,16.869,15.681,18.743,16.579,16.360,17.062,17.000,17.613,17.896,19.322,14.409,14.807,16.849,17.553,16.404,16.675,16.594,17.402,17.122,15.660,17.532,15.391,18.021,15.007,16.227,14.649,16.787,17.896,17.053,14.456,13.943,16.588,16.139,16.820,17.665,17.682,16.790,16.728,17.330,16.245,15.860,16.308,16.673
PS(16:1/18:0),17.789,18.728,18.064,18.825,18.809,17.965,17.849,17.955,18.650,17.927,18.376,19.105,18.192,18.817,18.774,19.938,19.551,18.469,19.149,17.650,19.527,19.099,19.755,18.433,18.292,18.813,18.961,18.679,18.783,19.073,17.676,18.829,16.344,18.192,18.258,17.019,18.812,18.794,18.848,19.467,17.012,18.232,18.220,18.474,18.652,17.494,19.205,19.116,19.033,19.542,18.054,19.036,18.612,19.716,17.433,18.042,19.056,18.116,18.408,18.019,19.018,18.803,19.079,17.307,18.699,18.097,18.989,18.077,17.493,17.896,18.758,19.368,18.820,18.561,17.036,17.684,18.986,18.299,18.964,18.732,17.894,18.519,17.966,17.888,17.271,17.467,17.882
PS(18:0/18:1),23.911,25.501,24.413,24.917,23.497,25.221,25.256,24.485,25.830,26.548,26.431,25.028,24.655,25.632,24.897,25.058,24.775,25.753,25.490,22.899,24.557,25.213,26.865,26.317,26.058,25.674,25.064,26.193,24.515,24.693,24.747,24.819,22.329,23.991,24.641,24.411,25.159,24.632,24.799,24.672,25.382,26.533,24.564,24.577,24.943,24.458,25.314,24.905,26.280,25.226,26.127,25.351,25.861,24.637,24.019,24.581,26.358,24.503,26.278,24.754,25.718,25.539,25.754,22.843,25.157,25.032,25.819,25.206,23.871,25.069,24.969,24.033,26.427,27.009,24.872,24.025,24.729,25.224,26.231,25.454,25.483,26.452,25.700,26.273,26.771,26.178,26.148
PS(18:0/18:2),19.636,19.968,18.914,19.669,20.945,19.245,20.007,19.231,20.100,20.341,20.199,19.439,18.383,19.188,19.659,19.720,19.234,19.314,19.952,19.013,19.053,19.294,20.937,20.018,19.995,19.939,20.079,20.474,19.058,19.504,19.311,19.541,18.071,19.058,19.263,18.222,19.624,20.780,19.243,19.608,19.218,20.584,19.102,19.908,21.448,18.570,19.692,18.970,20.104,20.346,19.689,19.341,19.959,19.197,18.780,19.173,20.246,18.560,19.841,19.471,20.265,19.223,18.912,18.916,19.902,20.134,19.272,19.563,18.735,20.778,19.663,20.080,20.235,20.311,20.401,18.556,19.987,19.788,19.460,19.998,20.197,20.355,19.682,19.942,20.511,20.206,19.625
PS(18:0/20:1),18.663,19.305,18.946,18.619,17.357,20.083,18.976,16.960,18.947,20.258,20.679,18.245,16.984,19.596,17.886,18.310,18.951,19.369,18.118,17.846,18.454,18.931,19.927,20.836,20.521,19.988,18.896,19.964,18.508,18.691,18.294,18.289,17.824,17.712,17.481,17.628,19.054,17.404,19.195,18.814,18.777,21.285,18.175,17.679,18.797,17.990,18.883,18.446,20.454,18.094,19.598,19.102,19.294,18.767,17.542,18.079,19.871,18.442,19.979,18.280,20.157,19.084,19.201,17.799,18.444,18.292,19.312,18.967,17.569,18.067,18.225,18.387,20.000,21.052,18.337,17.197,18.884,19.102,18.818,19.411,18.918,19.679,19.130,19.715,19.904,19.929,19.292
PS(18:0/20:2),17.475,18.741,17.841,18.213,17.186,18.079,17.922,16.676,19.459,19.451,19.918,17.874,18.400,18.646,17.896,19.142,18.614,18.907,18.443,16.464,18.943,19.301,21.482,19.946,20.279,19.401,17.919,19.481,17.804,18.209,17.046,17.410,16.961,17.233,17.992,17.864,18.328,17.385,18.023,18.728,18.120,19.695,17.973,17.546,17.580,18.430,18.259,19.010,19.879,19.149,18.668,19.164,19.364,18.220,16.991,17.854,19.348,17.698,19.692,17.153,19.360,18.905,19.190,17.082,17.784,18.229,19.014,18.686,16.824,17.405,17.969,17.116,19.437,19.695,18.644,16.478,18.485,18.082,19.682,18.910,18.402,19.978,18.960,19.624,19.095,19.155,19.393
PS(18:0/20:3)_A,21.181,20.808,20.991,21.173,21.387,21.558,20.846,20.191,21.489,19.891,20.447,22.043,20.572,21.486,21.574,21.435,20.567,20.404,21.648,20.544,21.133,21.260,20.562,20.857,20.753,21.043,21.913,21.756,21.543,20.921,20.364,20.910,18.788,21.366,21.502,20.096,21.087,20.394,20.843,21.167,18.528,19.868,21.551,21.131,21.773,19.942,20.767,21.006,20.762,20.894,20.583,21.522,20.784,21.314,19.338,19.858,21.413,19.890,20.484,21.103,21.218,20.380,20.542,20.000,21.533,22.147,20.095,21.762,20.682,20.025,20.938,21.052,21.089,20.326,20.213,20.104,21.367,20.487,21.808,21.001,19.808,19.879,20.229,19.218,19.666,19.440,19.587
PS(18:0/20:3)_B,19.122,19.009,19.418,19.479,19.228,19.724,19.243,18.996,19.616,19.340,19.252,20.371,19.097,20.084,19.431,19.386,18.773,19.785,20.470,17.970,19.701,19.451,21.023,19.272,19.347,19.448,20.177,19.698,19.881,19.202,18.691,19.391,16.490,19.369,19.763,18.491,19.286,18.804,18.918,19.595,17.984,19.018,19.617,19.451,19.702,18.209,18.963,19.454,19.212,19.021,19.078,19.841,19.540,19.530,17.638,18.175,19.650,18.790,19.461,19.764,19.376,19.502,19.603,17.369,20.094,20.429,18.976,19.891,18.802,18.540,19.170,18.550,19.711,19.085,18.268,18.311,19.386,18.869,20.503,18.858,18.726,19.101,18.747,19.567,19.284,19.279,19.085
PS(18:0/20:4),20.559,21.364,20.740,21.148,20.831,21.026,20.878,21.287,21.149,20.508,21.166,22.461,20.141,21.826,21.800,21.503,20.718,20.525,21.122,20.987,21.349,20.796,20.739,20.804,20.224,20.835,21.792,21.350,20.827,21.152,20.480,20.900,20.370,19.920,20.943,19.522,20.915,21.101,19.493,21.348,19.872,21.051,20.962,20.536,21.220,20.201,20.802,20.557,20.748,20.156,20.569,20.616,21.471,20.677,19.841,20.017,20.833,20.383,20.488,20.800,20.295,20.525,21.147,20.054,21.294,20.540,20.787,20.462,20.927,20.206,21.267,21.879,20.923,21.084,19.410,20.186,20.185,20.295,21.574,20.750,20.053,20.685,20.354,20.447,20.499,20.555,20.367
PS(18:0/22:4)_A,20.743,21.168,21.261,20.266,19.599,21.111,20.713,22.502,22.026,21.161,22.209,22.438,19.598,22.442,22.159,21.588,19.879,19.903,20.978,20.202,22.685,21.542,21.273,20.722,21.150,19.918,21.984,22.143,19.944,21.004,19.260,21.538,19.743,18.737,20.194,19.533,20.602,20.183,20.372,18.634,19.416,22.382,20.827,18.597,19.988,20.199,21.336,22.065,20.985,19.641,21.597,21.238,22.606,19.067,19.409,19.814,20.807,19.806,20.712,19.988,20.541,21.321,22.329,19.748,21.558,19.360,19.997,20.354,21.010,19.772,21.656,21.588,21.299,21.841,19.861,20.381,20.523,20.518,22.414,22.097,21.426,22.264,21.923,21.677,21.966,21.725,22.144
PS(18:0/22:4)_B,21.014,21.179,22.199,21.443,20.132,21.954,21.052,23.580,21.971,21.587,22.027,23.170,20.431,23.408,22.767,21.709,20.520,21.331,22.116,20.297,23.159,21.412,21.666,21.129,20.905,19.991,22.751,21.643,21.081,21.587,20.309,22.206,19.430,19.660,20.905,20.066,21.278,20.744,20.503,19.594,20.614,21.618,21.509,19.669,20.612,20.713,21.705,22.523,21.006,19.968,21.583,21.628,22.227,19.785,19.955,20.527,20.997,20.796,21.061,20.958,20.792,22.369,22.605,19.690,22.436,20.407,20.789,21.089,21.208,20.796,22.116,21.512,21.271,21.509,20.418,20.851,20.897,21.107,22.649,21.439,22.435,22.345,21.906,22.076,22.247,22.112,22.432
PS(18:0/22:6),21.409,22.027,22.337,22.736,21.856,22.386,21.274,22.690,22.626,22.802,23.232,22.203,21.589,21.852,22.472,22.656,21.205,21.247,22.904,21.030,22.145,21.858,21.693,21.383,21.597,21.587,22.325,22.383,21.297,22.512,21.647,22.182,20.370,21.120,22.098,20.592,22.651,20.980,20.441,21.592,20.252,23.222,21.812,21.292,22.020,20.964,22.589,22.355,21.432,21.379,22.975,22.464,23.473,21.997,20.047,19.976,21.169,22.261,21.788,21.408,21.273,22.952,23.044,21.642,23.075,21.712,22.103,20.905,22.513,20.583,22.312,22.388,21.718,21.541,20.096,20.512,23.024,22.499,23.321,22.899,23.441,23.572,23.664,22.895,23.042,22.800,23.349
PS(18:0/24:4),16.557,19.020,16.266,16.409,16.112,17.380,15.552,16.742,18.532,19.103,20.167,15.681,14.877,17.016,16.251,17.197,16.421,19.111,17.668,15.966,16.724,17.843,19.439,19.756,19.429,18.536,17.307,19.763,16.444,16.998,16.528,16.673,15.784,16.166,17.328,16.631,17.253,15.217,15.747,16.523,18.999,20.750,16.997,15.995,17.259,16.665,18.252,17.735,20.196,15.542,18.456,18.361,18.037,16.410,14.861,16.703,19.653,16.071,19.105,16.153,19.036,17.343,17.406,15.682,17.444,16.990,17.973,17.821,16.517,14.953,17.066,15.780,19.408,21.298,15.392,14.615,18.236,17.706,18.710,19.558,17.591,18.776,17.890,18.259,19.812,18.392,18.421
PS(18:1/0:0),16.492,17.420,16.322,15.878,14.955,17.045,16.419,15.287,15.418,14.948,13.836,16.474,16.479,16.892,16.536,16.803,16.933,16.878,16.540,15.659,16.290,16.666,15.100,17.770,16.752,17.580,16.708,16.674,16.266,15.961,16.702,16.637,15.927,15.943,16.039,17.290,15.671,16.353,16.681,17.790,17.767,14.385,16.793,17.071,16.665,17.660,16.211,17.075,17.205,17.560,14.798,14.676,15.118,17.036,17.954,17.605,15.788,13.280,15.089,16.516,17.565,16.268,16.791,15.752,16.338,16.702,17.730,16.263,16.109,17.547,16.979,17.027,14.447,16.069,17.041,16.343,17.038,16.059,13.847,15.063,15.795,15.738,16.307,16.067,16.446,16.015,15.944
PS(18:1/18:1),19.636,20.209,19.079,19.669,20.945,19.245,20.007,19.231,20.484,21.645,21.431,19.439,19.035,19.188,19.659,20.803,19.957,20.257,19.952,19.013,19.683,19.356,22.102,21.008,21.064,21.017,20.079,20.474,19.058,19.604,19.311,19.541,18.327,19.058,19.484,18.332,19.937,20.780,19.243,20.536,19.289,22.374,19.102,19.908,21.448,19.221,19.692,19.368,21.042,20.346,20.852,20.438,21.530,20.030,18.780,19.173,20.382,19.474,21.511,19.471,20.265,20.511,20.128,18.916,19.902,20.134,20.475,19.563,18.735,20.778,19.695,20.080,21.303,21.401,20.401,18.556,19.987,20.156,20.580,20.670,21.124,21.896,21.058,21.340,21.387,21.196,21.042
PS(18:1/18:2),15.294,15.579,14.654,14.909,16.104,14.433,14.826,13.516,15.740,15.325,15.187,13.907,14.103,13.636,14.564,16.376,14.863,14.537,15.211,13.766,15.535,14.751,17.334,15.418,15.290,16.352,15.638,15.848,14.105,15.221,15.150,14.865,13.673,14.356,15.143,13.453,15.602,16.954,14.239,15.520,14.456,15.170,14.445,14.888,17.054,14.323,15.175,14.978,16.202,16.099,15.618,15.514,15.840,15.029,13.907,14.755,15.789,14.711,16.060,14.996,16.258,14.363,14.224,14.360,15.491,15.726,14.898,15.441,13.993,15.408,15.234,15.917,16.309,16.125,15.463,12.625,15.661,16.246,15.037,15.927,16.233,16.219,14.942,14.005,14.956,14.811,14.605
PS(18:1/20:1),20.092,19.788,19.146,20.163,18.438,20.339,20.358,16.985,21.297,21.826,21.408,19.174,19.401,20.655,19.216,19.856,21.421,19.942,19.530,18.227,19.834,20.231,21.809,21.048,21.587,21.075,20.176,20.419,19.511,20.044,19.825,19.855,18.058,19.620,20.603,20.083,20.776,19.681,20.055,21.426,19.521,21.688,19.148,19.778,18.900,20.567,20.434,19.407,20.439,21.998,20.886,20.404,21.028,20.734,19.292,19.519,20.405,18.637,20.986,19.890,20.215,21.423,20.489,17.589,19.188,20.868,21.543,20.842,19.002,19.873,19.662,19.361,21.056,21.308,21.325,17.936,20.512,20.325,20.099,20.191,20.404,21.577,20.447,21.134,21.601,21.186,21.131
PS(18:1/20:4),16.545,17.149,16.513,16.674,15.777,15.731,15.311,15.028,17.438,18.066,17.718,16.797,15.951,16.801,16.465,18.776,17.390,16.601,17.224,15.818,17.366,16.752,18.643,16.662,16.824,17.938,17.439,16.912,16.060,17.424,16.171,16.201,15.981,15.222,17.147,14.530,17.044,17.189,15.010,18.255,15.139,18.407,16.432,16.443,16.266,16.361,16.501,16.729,17.042,15.795,17.344,17.217,18.486,17.695,15.532,16.142,16.705,16.564,17.497,16.302,16.653,17.129,17.007,15.538,17.115,15.772,17.276,15.996,16.064,14.869,17.356,17.812,17.985,17.194,14.831,15.310,15.951,16.618,17.595,17.224,17.089,18.050,17.572,17.551,17.479,17.865,17.504
PS(18:1/22:6),16.717,16.753,16.832,16.171,16.459,16.766,15.327,15.471,17.189,17.268,17.379,15.712,16.791,16.343,16.424,18.505,17.529,16.344,18.029,15.475,17.304,16.542,17.833,16.432,17.801,18.141,17.274,17.470,15.919,17.328,17.121,16.914,14.701,16.360,17.163,15.313,17.968,16.904,14.953,18.221,14.807,17.602,16.493,16.655,17.045,16.667,17.052,17.108,16.872,16.779,17.949,17.240,17.950,18.111,15.065,16.333,16.510,16.647,17.398,16.923,16.531,17.398,17.639,15.806,17.376,16.657,17.396,16.142,16.671,15.024,16.808,17.273,17.408,16.524,14.658,13.707,17.037,17.496,17.540,17.460,17.841,17.941,17.618,17.036,16.883,17.452,17.099
PS(20:1/22:6),16.668,15.169,15.892,17.032,16.164,17.120,15.548,15.548,16.429,15.416,16.272,15.422,15.422,16.594,16.084,15.153,17.096,14.540,15.940,15.501,16.308,16.354,15.737,16.232,17.949,16.949,16.634,17.110,16.065,16.168,16.596,16.622,15.031,16.226,16.716,15.392,16.906,15.481,15.276,17.130,14.132,15.919,16.302,15.777,15.417,15.764,16.391,15.841,15.246,16.985,16.139,15.338,15.977,16.568,14.962,15.050,15.790,15.146,15.565,15.949,15.633,15.891,16.305,15.585,16.001,17.298,16.505,16.504,15.505,14.064,14.901,15.451,15.729,15.664,15.796,13.860,18.285,16.046,15.794,15.473,15.593,16.082,15.653,15.580,15.262,15.693,15.835
PS(20:4/22:6),12.516,13.906,13.057,12.853,12.574,12.260,11.438,12.776,13.841,14.210,14.366,11.580,12.789,12.247,13.060,13.865,11.471,12.223,12.973,12.623,13.235,12.979,13.151,12.302,11.758,12.381,12.369,12.812,11.644,13.196,12.674,13.037,13.457,10.849,13.303,9.697,12.872,10.998,10.195,12.246,11.493,14.429,12.740,11.012,12.320,11.713,12.597,13.148,12.645,11.057,14.416,13.829,15.707,12.702,11.566,10.967,11.222,13.416,13.077,11.298,12.016,13.795,13.797,12.518,14.240,11.996,12.855,10.191,14.442,11.418,13.520,14.063,13.603,12.907,10.887,9.120,11.712,13.422,15.703,14.573,14.651,14.762,15.581,14.646,14.091,14.551,15.404
PS(22:6/0:0),15.783,15.109,15.558,13.900,15.461,16.566,15.076,16.326,14.514,14.762,12.161,15.079,15.219,15.480,16.211,16.003,15.023,14.281,15.869,14.979,15.199,15.467,12.019,14.022,13.740,14.810,15.703,14.777,14.828,15.370,15.357,16.229,14.140,15.370,15.507,15.681,14.756,14.579,14.238,15.777,14.345,14.468,15.776,15.731,15.796,14.974,15.270,16.176,13.920,15.352,14.918,13.759,15.257,16.294,16.957,14.764,12.002,13.148,13.819,15.377,14.067,15.952,16.188,15.619,16.141,15.482,15.960,13.243,16.553,14.866,15.506,15.718,12.826,12.496,13.813,14.259,15.262,15.461,14.578,14.484,15.931,16.404,17.554,15.924,16.600,16.037,17.209
PS(22:6/22:6),9.723,14.620,13.812,9.713,10.992,11.802,9.001,11.624,15.874,16.581,15.883,10.314,14.606,11.420,13.667,15.381,11.304,13.663,13.825,10.113,13.430,14.160,14.636,13.107,13.664,12.832,13.042,14.523,12.426,14.694,12.994,14.016,11.120,11.620,14.800,NA,15.266,10.900,9.477,13.293,11.001,16.562,13.023,12.849,12.297,12.503,15.131,14.211,13.602,11.553,16.231,15.334,17.227,15.336,9.311,10.394,12.600,15.447,15.496,10.227,13.117,15.886,15.980,13.730,15.583,11.633,14.656,10.407,15.039,9.913,14.237,15.435,14.566,13.826,10.055,9.063,12.675,15.550,16.062,16.147,16.125,16.609,17.294,16.006,15.694,16.050,16.767
PE(14:1/17:0)_IS,21.711,20.512,21.465,20.913,21.901,22.033,21.542,21.566,20.562,20.314,21.279,21.505,21.636,22.157,21.449,20.715,20.710,21.019,21.034,22.142,21.879,20.498,20.921,21.210,20.931,20.616,21.453,20.759,20.938,20.849,21.482,21.258,22.371,20.867,20.813,21.554,21.446,21.830,21.002,21.139,21.703,20.144,21.297,21.758,21.478,21.612,21.378,21.485,20.885,21.392,20.095,20.975,20.309,21.007,21.939,21.810,20.571,21.387,19.949,21.425,20.528,21.224,21.226,22.718,21.483,21.193,21.767,20.388,21.614,21.657,21.055,22.600,19.942,20.617,21.563,21.281,20.786,20.702,20.615,20.674,20.586,20.526,20.499,20.304,20.366,20.121,20.424
PI(14:1/17:0)_IS,18.584,17.405,18.481,17.879,18.733,18.866,18.413,18.335,17.554,17.119,18.227,18.264,18.370,19.272,18.079,17.582,17.830,17.959,17.728,19.310,18.640,17.791,17.853,18.238,17.889,17.629,18.388,17.977,18.128,17.513,18.531,18.187,19.196,18.023,17.577,18.693,18.418,18.480,17.946,17.773,18.219,16.789,17.749,18.441,18.424,18.638,17.897,18.325,17.939,18.004,17.016,17.995,17.399,17.933,18.948,18.740,17.577,18.559,16.483,18.242,17.601,18.314,18.338,19.271,18.512,18.368,18.762,17.687,18.528,18.610,17.872,19.747,16.995,17.234,18.587,18.350,17.614,17.694,17.784,17.509,17.599,17.332,16.987,16.927,16.942,16.839,17.195
